classification,parish,lat,lon,area_m2,HDD,CDD,E_Heating,E_Cooling
New building,Campanhã,41.169517224253426,-8.571126803800565,1354.18,969.45,221.98,5332044.93,991986.13
New building,Campanhã,41.16373177629652,-8.569942260579287,902.75,969.45,221.98,3554537.01,661294.39
New building,Paranhos,41.17539402780765,-8.582745285973955,425.13,969.45,221.98,1673926.04,311421.12
New building,Campanhã,41.16291327595785,-8.569655561662778,417.5,969.45,221.98,1643882.5,305831.75
New building,Paranhos,41.17770840822212,-8.581721024612285,376.98,969.45,221.98,1484351.39,276152.21
New building,Paranhos,41.176137530660526,-8.581403891845232,680.04,969.45,221.98,2677640.62,498154.54
New building,Paranhos,41.17703949469613,-8.581493632837168,1008.89,969.45,221.98,3972470.95,739047.81
Old building,Campanhã,41.16339599739669,-8.569721857435042,399.13,969.45,221.98,21226011.57,4252701.32
New building,Paranhos,41.17699671403071,-8.581977470662288,849.79,969.45,221.98,3346031.19,622503.48
Old building,Campanhã,41.16413594511688,-8.570715230713503,1306.37,969.45,221.98,69474546.89,13919454.26
New building,Paranhos,41.175305950000755,-8.582451700002196,22.47,969.45,221.98,88459.21,16457.16
New building,Paranhos,41.17743053424479,-8.582638351967827,100.84,969.45,221.98,397048.69,73867.87
New building,Campanhã,41.17245375752821,-8.580611515715173,180.28,969.45,221.98,709831.25,132058.67
New building,Paranhos,41.17660595000562,-8.580639250009536,119.17,969.45,221.98,469229.71,87296.59
New building,Paranhos,41.17717861914654,-8.581871846148852,84.75,969.45,221.98,333689.43,62080.36
New building,Campanhã,41.16260480013053,-8.56897840000978,268.0,969.45,221.98,1055245.63,196320.37
New building,Paranhos,41.177352990488146,-8.582094032731618,89.84,969.45,221.98,353754.73,65813.36
New building,Campanhã,41.16085951624528,-8.571267005900552,2056.19,969.45,221.98,8096174.65,1506231.31
New building,Paranhos,41.1772767499687,-8.581986850091655,173.13,969.45,221.98,681694.57,126824.06
New building,Campanhã,41.161152052397114,-8.571637216383658,2071.59,969.45,221.98,8156786.96,1517507.76
New building,Paranhos,41.17654935048274,-8.580434833402329,15.18,969.45,221.98,59779.25,11121.47
New building,Campanhã,41.16077093043979,-8.572813370854963,2799.45,969.45,221.98,11022719.29,2050692.53
Old building,Campanhã,41.164883578736976,-8.578243384488621,128.76,969.45,221.98,6847607.82,1371940.78
New building,Paranhos,41.17633775119787,-8.581085768182385,198.94,969.45,221.98,783301.85,145727.31
Old building,Campanhã,41.17056280781237,-8.576982782403554,163.67,969.45,221.98,8704172.08,1743909.54
New building,Paranhos,41.17695610000894,-8.581077999993441,34.28,969.45,221.98,134963.61,25108.95
New building,Paranhos,41.177480934239405,-8.58252960195483,100.81,969.45,221.98,396923.44,73844.57
New building,Paranhos,41.177531350003854,-8.58242329996547,100.81,969.45,221.98,396952.49,73849.97
New building,Campanhã,41.161042850330716,-8.572429299022648,2800.45,969.45,221.98,11026657.09,2051425.13
New building,Paranhos,41.177591908340524,-8.582206441306683,206.74,969.45,221.98,814046.98,151447.21
New building,Paranhos,41.176799448299384,-8.581368903829398,257.6,969.45,221.98,1014277.9,188698.64
New building,Campanhã,41.1604436654825,-8.572964025512267,205.81,969.45,221.98,810381.94,150765.36
New building,Campanhã,41.16297343942397,-8.569333422667155,774.11,969.45,221.98,3048023.5,567061.44
New building,Campanhã,41.163754751126774,-8.568627473992258,1674.72,969.45,221.98,6594146.77,1226790.52
New building,Campanhã,41.1605703005588,-8.573143684851898,210.08,969.45,221.98,827191.61,153892.67
Old building,"Aldoar, Foz do Douro e Nevogilde",41.15670081042007,-8.671235730786185,1434.03,969.45,221.98,76263538.32,15279651.05
New building,"Aldoar, Foz do Douro e Nevogilde",41.15493434431135,-8.671859530745742,327.63,969.45,221.98,1290048.43,240003.63
New building,"Aldoar, Foz do Douro e Nevogilde",41.155783750037685,-8.672403699985752,254.15,969.45,221.98,1000715.7,186175.49
New building,"Aldoar, Foz do Douro e Nevogilde",41.154560320080954,-8.673263029447684,156.34,969.45,221.98,615569.21,114521.94
New building,"Aldoar, Foz do Douro e Nevogilde",41.155725350033094,-8.672011150020777,243.8,969.45,221.98,959957.51,178592.74
New building,"Aldoar, Foz do Douro e Nevogilde",41.155297950444854,-8.673497588118945,121.49,969.45,221.98,478356.08,88994.49
New building,"Aldoar, Foz do Douro e Nevogilde",41.15588937721723,-8.672671986983737,278.92,969.45,221.98,1098224.22,204316.21
New building,"Aldoar, Foz do Douro e Nevogilde",41.15538752891207,-8.673463583635156,129.55,969.45,221.98,510112.46,94902.52
New building,"Aldoar, Foz do Douro e Nevogilde",41.154550861695064,-8.672448729422525,167.29,969.45,221.98,658687.38,122543.74
New building,"Aldoar, Foz do Douro e Nevogilde",41.15451356244064,-8.672710639058183,191.21,969.45,221.98,752888.41,140069.12
New building,"Aldoar, Foz do Douro e Nevogilde",41.15454860364344,-8.672921926160583,164.61,969.45,221.98,648127.55,120579.17
Old building,"Aldoar, Foz do Douro e Nevogilde",41.154044934040286,-8.66447874422459,2058.61,969.45,221.98,109479435.21,21934565.37
New building,"Aldoar, Foz do Douro e Nevogilde",41.15464000637447,-8.66532801838957,605.78,969.45,221.98,2385229.61,443753.71
New building,Lordelo do Ouro e Massarelos,41.15960176831778,-8.656357386736612,972.33,969.45,221.98,3828506.76,712264.37
New building,"Aldoar, Foz do Douro e Nevogilde",41.149773117187124,-8.673864443311945,1088.75,969.45,221.98,4286915.03,797547.72
New building,"Aldoar, Foz do Douro e Nevogilde",41.16996633384435,-8.667266223438368,1500.12,969.45,221.98,5906677.15,1098892.06
New building,Lordelo do Ouro e Massarelos,41.159046011904714,-8.659332359310211,4697.87,969.45,221.98,18497648.66,3441345.91
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14303088608958,-8.611645538109164,110.37,969.45,221.98,434572.67,80848.92
Old building,Ramalde,41.1683111481393,-8.647974958833903,421.91,969.45,221.98,22437517.39,4495430.5
Old building,Lordelo do Ouro e Massarelos,41.159464484854276,-8.65973326120852,142.88,969.45,221.98,7598461.88,1522376.86
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.151344460240615,-8.615975134208504,542.62,969.45,221.98,2136529.6,397484.97
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14750540832034,-8.618844539404892,109.41,969.45,221.98,5818492.44,1165754.12
New building,Lordelo do Ouro e Massarelos,41.14792528065035,-8.632369448710616,2957.14,969.45,221.98,11643597.08,2166202.09
Old building,Lordelo do Ouro e Massarelos,41.15216122199599,-8.623878266736803,2229.95,969.45,221.98,118591580.77,23760213.74
Commercial building,Ramalde,41.16376522591671,-8.655432906186551,743.66,969.45,221.98,10647717.59,1980926.33
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15226443403701,-8.61632152189847,2303.56,969.45,221.98,9070159.88,1687433.8
New building,Lordelo do Ouro e Massarelos,41.15148703207333,-8.655267436013261,83.42,969.45,221.98,328450.73,61105.74
Old building,Lordelo do Ouro e Massarelos,41.15009231434005,-8.636519772600991,191.75,969.45,221.98,10197559.15,2043114.56
Old building,Lordelo do Ouro e Massarelos,41.150042766933176,-8.63605928347198,149.33,969.45,221.98,7941642.28,1591134.18
Old building,Lordelo do Ouro e Massarelos,41.15156404622686,-8.655497067338178,40.24,969.45,221.98,2140202.89,428796.7
Old building,Lordelo do Ouro e Massarelos,41.15000444998338,-8.635807000027699,203.39,969.45,221.98,10816649.26,2167151.3
Commercial building,Ramalde,41.164064378457624,-8.655053808697527,230.49,969.45,221.98,3300150.54,613967.74
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15704408857589,-8.616818068162875,23.85,969.45,221.98,1268541.83,254156.53
New building,Lordelo do Ouro e Massarelos,41.151676493641205,-8.65514251887749,89.76,969.45,221.98,353419.52,65750.99
New building,Lordelo do Ouro e Massarelos,41.153605652700605,-8.642580097965011,896.43,969.45,221.98,3529655.34,656665.35
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15712345001999,-8.616777449980379,23.9,969.45,221.98,1270773.67,254603.69
New building,"Aldoar, Foz do Douro e Nevogilde",41.14708660452027,-8.666784411077717,40.77,969.45,221.98,160518.97,29863.32
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.147028101035986,-8.618872056643012,481.19,969.45,221.98,25590302.43,5127101.36
Old building,Lordelo do Ouro e Massarelos,41.15163138428388,-8.65530806242353,333.55,969.45,221.98,17738345.18,3553935.87
New building,"Aldoar, Foz do Douro e Nevogilde",41.14745636688224,-8.662611629191275,214.04,969.45,221.98,842764.93,156789.96
Old building,Lordelo do Ouro e Massarelos,41.15010915633833,-8.63680579042359,276.16,969.45,221.98,14686749.74,2942538.67
Old building,Lordelo do Ouro e Massarelos,41.150055647215716,-8.636287130486378,208.22,969.45,221.98,11073448.9,2218601.95
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.155789000060594,-8.621685311973694,232.31,969.45,221.98,12354574.78,2475279.74
New building,Paranhos,41.1764098957919,-8.610953611117605,940.55,969.45,221.98,3703382.86,688986.03
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.16089690096427,-8.629516110122365,4325.21,969.45,221.98,230020348.28,46085334.26
New building,Lordelo do Ouro e Massarelos,41.15916894156946,-8.644452120661303,296.44,969.45,221.98,1167225.17,217153.31
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14185327328811,-8.613443288755034,140.43,969.45,221.98,552933.21,102868.99
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.1418043367962,-8.613408036703445,164.31,969.45,221.98,646972.83,120364.34
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14158746843915,-8.613745929821446,649.14,969.45,221.98,34522210.16,6916638.49
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14174931570443,-8.613364117747711,178.31,969.45,221.98,702102.04,130620.71
Old building,Bonfim,41.15246159445952,-8.59657893123466,238.7,969.45,221.98,12694543.96,2543393.69
Old building,Bonfim,41.152325455167066,-8.5966576188656,225.55,969.45,221.98,11995175.57,2403272.93
Old building,Bonfim,41.15274499428359,-8.596415081264885,244.47,969.45,221.98,13001136.94,2604820.6
Old building,Bonfim,41.15221805002067,-8.596719699988446,140.63,969.45,221.98,7478628.89,1498367.93
Old building,Bonfim,41.152602455650936,-8.596497468800099,241.61,969.45,221.98,12849090.32,2574357.56
Old building,Bonfim,41.15284820002264,-8.596355449980503,107.37,969.45,221.98,5710262.53,1144069.9
Old building,Paranhos,41.1756072123026,-8.58953771618267,2405.2,969.45,221.98,127911821.2,25627554.61
New building,Ramalde,41.16192985002037,-8.640302149974293,129.38,969.45,221.98,509419.7,94773.64
Old building,Lordelo do Ouro e Massarelos,41.14590327041216,-8.630495144875722,541.24,969.45,221.98,28783952.84,5766959.74
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.159425350002344,-8.626099649964416,99.07,969.45,221.98,390068.77,72569.31
Old building,Lordelo do Ouro e Massarelos,41.14493644377588,-8.625797466170717,999.75,969.45,221.98,53168149.3,10652413.8
Old building,"Aldoar, Foz do Douro e Nevogilde",41.148963321207226,-8.674463217973527,2866.55,969.45,221.98,152446586.65,30543175.66
New building,Lordelo do Ouro e Massarelos,41.15789021170391,-8.630539753654412,368.88,969.45,221.98,1452453.31,270217.82
Old building,Lordelo do Ouro e Massarelos,41.15680639270379,-8.629628950826131,198.09,969.45,221.98,10534492.31,2110620.22
Commercial building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15887909761558,-8.631851681612938,1655.58,969.45,221.98,23704617.42,4410062.58
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.158931821293564,-8.629868762216732,132.59,969.45,221.98,522071.86,97127.47
Commercial building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.159594484864776,-8.631480635643051,1193.6,969.45,221.98,17090067.35,3179476.18
Commercial building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15872109984873,-8.632812642169256,635.02,969.45,221.98,9092281.52,1691549.36
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15900523068543,-8.629418421499556,261.63,969.45,221.98,1030172.54,191655.71
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15895720445984,-8.629791200311528,178.46,969.45,221.98,9490841.4,1901521.33
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15900717458921,-8.629705038836283,181.13,969.45,221.98,9632691.49,1929941.46
New building,Lordelo do Ouro e Massarelos,41.14850655497801,-8.63182892063675,248.12,969.45,221.98,976956.02,181755.19
Old building,Lordelo do Ouro e Massarelos,41.152406702987484,-8.636644089142138,575.4,969.45,221.98,30600735.21,6130958.07
Old building,Lordelo do Ouro e Massarelos,41.15797969908554,-8.641618930670592,702.77,969.45,221.98,37374301.83,7488064.45
Old building,Lordelo do Ouro e Massarelos,41.15837969432528,-8.641490580574139,698.65,969.45,221.98,37154955.11,7444117.61
Old building,Lordelo do Ouro e Massarelos,41.15878708656054,-8.641360892558884,725.61,969.45,221.98,38588594.38,7731351.96
Old building,Ramalde,41.17521097685533,-8.657488289819192,3075.92,969.45,221.98,163581050.88,32774002.23
Commercial building,Ramalde,41.17475960389292,-8.659164568867551,1637.81,969.45,221.98,23450275.15,4362744.15
Old building,Paranhos,41.176404640960065,-8.595474202774843,1753.18,969.45,221.98,93236181.13,18680175.93
Old building,Paranhos,41.17623972026105,-8.596909881955503,1105.76,969.45,221.98,58805676.11,11781910.86
Old building,Paranhos,41.17826031240815,-8.596954467736301,1331.79,969.45,221.98,70826104.48,14190243.27
Old building,Paranhos,41.17827294219529,-8.596510469145265,1025.61,969.45,221.98,54543479.55,10927965.74
Old building,Paranhos,41.17819730125815,-8.59597273714646,2570.84,969.45,221.98,136720601.51,27392422.75
Old building,Paranhos,41.178169708694746,-8.595214590914132,2319.35,969.45,221.98,123346064.38,24712790.19
Old building,Paranhos,41.1781241623477,-8.594608624438296,1233.09,969.45,221.98,65577497.49,13138667.58
Old building,Paranhos,41.17884182548742,-8.595795074363672,3258.49,969.45,221.98,173290584.71,34719339.31
Old building,Paranhos,41.17877860056751,-8.59535551112212,389.59,969.45,221.98,20718878.08,4151095.45
Old building,Paranhos,41.178635782568236,-8.595235247807784,715.68,969.45,221.98,38060778.51,7625602.31
Old building,Paranhos,41.178764832650344,-8.594602503094569,2197.22,969.45,221.98,116850778.56,23411438.29
Old building,Paranhos,41.17812016507259,-8.597761565494682,1698.18,969.45,221.98,90311256.05,18094157.55
Old building,Paranhos,41.17780711765064,-8.59504113041537,520.36,969.45,221.98,27673499.15,5544476.69
Old building,Paranhos,41.17943500759962,-8.595251807283965,1135.84,969.45,221.98,60405356.46,12102412.09
New building,Paranhos,41.179378867592256,-8.59419181935637,389.42,969.45,221.98,1533338.9,285265.96
New building,Paranhos,41.17963023688158,-8.59457060971881,1299.47,969.45,221.98,5116601.13,951904.47
Old building,Paranhos,41.17940473698665,-8.594623628863909,904.08,969.45,221.98,48079946.5,9632975.61
Old building,Paranhos,41.1788298721446,-8.596400986338026,188.9,969.45,221.98,10045919.13,2012732.98
New building,Paranhos,41.17867592640042,-8.596402952437446,68.24,969.45,221.98,268698.67,49989.33
New building,Paranhos,41.17868483112755,-8.596544320562431,45.29,969.45,221.98,178313.5,33173.86
New building,Paranhos,41.17664755830899,-8.59427081899841,1202.65,969.45,221.98,4735402.11,880985.31
New building,Paranhos,41.17851248937948,-8.597497927484648,585.8,969.45,221.98,2306552.92,429116.51
Old building,Paranhos,41.17625565043904,-8.596083041010187,1047.77,969.45,221.98,55721798.4,11164045.81
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14570289199386,-8.613598437461006,126.73,969.45,221.98,6739633.5,1350307.77
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14970072816653,-8.61965799402542,274.62,969.45,221.98,1081299.31,201167.46
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14958690802629,-8.62053660664721,186.92,969.45,221.98,736006.71,136928.41
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14960989025796,-8.620126903114276,248.82,969.45,221.98,979716.49,182268.75
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14956309962273,-8.620717055902713,223.72,969.45,221.98,880873.63,163879.79
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.14659682615215,-8.622337373751053,1351.56,969.45,221.98,71877658.47,14400925.57
Old building,Bonfim,41.148435650125464,-8.594458950106347,114.54,969.45,221.98,6091599.47,1220472.01
Old building,Bonfim,41.14801245103148,-8.593776516077561,109.14,969.45,221.98,5804319.23,1162914.47
Old building,Bonfim,41.14779933202866,-8.59471302723389,142.35,969.45,221.98,7570514.03,1516777.42
New building,Lordelo do Ouro e Massarelos,41.14498353806596,-8.626751071571551,1865.95,969.45,221.98,7347112.67,1366874.06
